No,チャプター名,カテゴリ名,親カテゴリ名,ナレッジタイトル（ノウハウ名）,ナレッジ概要,チェックアイテム名,検索手順,検索実施,移植要因,難易度,難易度詳細,目視確認,ヒアリング確認,検索対象ファイル,検索キーワード１,検索キーワード２,検索モジュール,ライン数算出,非算出理由,不明/TODO,ライン数,ライン数根拠,調査内容
934,,GRANT (SQL-113-068),GRANT,knowledge-934,,item-1711,GRANT ($1 :DROP ANY SEQUENCE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY SEQUENCE)
934,,GRANT (SQL-113-068),GRANT,knowledge-934,,item-1712,GRANT ($1 :DROP ANY SEQUENCE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT DROP ANY SEQUENCE,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY SEQUENCE)
935,,GRANT (SQL-113-069),GRANT,knowledge-935,<ns3:para>GRANT (SELECT ANY SEQUENCE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1713,GRANT ($1 :SELECT ANY SEQUENCE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT SELECT ANY SEQUENCE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :SELECT ANY SEQUENCE)
935,,GRANT (SQL-113-069),GRANT,knowledge-935,,item-1714,GRANT ($1 :SELECT ANY SEQUENCE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :SELECT ANY SEQUENCE)
935,,GRANT (SQL-113-069),GRANT,knowledge-935,,item-1715,GRANT ($1 :SELECT ANY SEQUENCE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT SELECT ANY SEQUENCE,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :SELECT ANY SEQUENCE)
936,,GRANT (SQL-113-070),GRANT,knowledge-936,<ns3:para>GRANT (CREATE SESSION) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1716,GRANT ($1 :CREATE SESSION),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT CREATE SESSION,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE SESSION)
936,,GRANT (SQL-113-070),GRANT,knowledge-936,,item-1717,GRANT ($1 :CREATE SESSION),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE SESSION)
936,,GRANT (SQL-113-070),GRANT,knowledge-936,,item-1718,GRANT ($1 :CREATE SESSION),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT CREATE SESSION,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE SESSION)
937,,GRANT (SQL-113-071),GRANT,knowledge-937,<ns3:para>GRANT (ALTER RESOURCE COST) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1719,GRANT ($1 :ALTER RESOURCE COST),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT ALTER RESOURCE COST,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER RESOURCE COST)
937,,GRANT (SQL-113-071),GRANT,knowledge-937,,item-1720,GRANT ($1 :ALTER RESOURCE COST),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER RESOURCE COST)
937,,GRANT (SQL-113-071),GRANT,knowledge-937,,item-1721,GRANT ($1 :ALTER RESOURCE COST),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT ALTER RESOURCE COST,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER RESOURCE COST)
938,,GRANT (SQL-113-072),GRANT,knowledge-938,<ns3:para>GRANT (ALTER SESSION) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1722,GRANT ($1 :ALTER SESSION),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT ALTER SESSION,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER SESSION)
938,,GRANT (SQL-113-072),GRANT,knowledge-938,,item-1723,GRANT ($1 :ALTER SESSION),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER SESSION)
938,,GRANT (SQL-113-072),GRANT,knowledge-938,,item-1724,GRANT ($1 :ALTER SESSION),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT ALTER SESSION,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER SESSION)
939,,GRANT (SQL-113-073),GRANT,knowledge-939,<ns3:para>GRANT (RESTRICTED SESSION) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1725,GRANT ($1 :RESTRICTED SESSION),TRUE,DBMS の変更,Low,低1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT RESTRICTED SESSION,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :RESTRICTED SESSION)
939,,GRANT (SQL-113-073),GRANT,knowledge-939,,item-1726,GRANT ($1 :RESTRICTED SESSION),TRUE,DBMS の変更,Low,低1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :RESTRICTED SESSION)
939,,GRANT (SQL-113-073),GRANT,knowledge-939,,item-1727,GRANT ($1 :RESTRICTED SESSION),TRUE,DBMS の変更,Low,低1,check,,*.properties,GRANT RESTRICTED SESSION,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :RESTRICTED SESSION)
940,,GRANT (SQL-113-074),GRANT,knowledge-940,<ns3:para>GRANT (CREATE SNAPSHOT) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1728,GRANT ($1 :CREATE SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT CREATE SNAPSHOT,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE SNAPSHOT)
940,,GRANT (SQL-113-074),GRANT,knowledge-940,,item-1729,GRANT ($1 :CREATE SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE SNAPSHOT)
940,,GRANT (SQL-113-074),GRANT,knowledge-940,,item-1730,GRANT ($1 :CREATE SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT CREATE SNAPSHOT,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE SNAPSHOT)
941,,GRANT (SQL-113-075),GRANT,knowledge-941,<ns3:para>GRANT (CREATE ANY SNAPSHOT) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1731,GRANT ($1 :CREATE ANY SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT CREATE ANY SNAPSHOT,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE ANY SNAPSHOT)
941,,GRANT (SQL-113-075),GRANT,knowledge-941,,item-1732,GRANT ($1 :CREATE ANY SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE ANY SNAPSHOT)
941,,GRANT (SQL-113-075),GRANT,knowledge-941,,item-1733,GRANT ($1 :CREATE ANY SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT CREATE ANY SNAPSHOT,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE ANY SNAPSHOT)
942,,GRANT (SQL-113-076),GRANT,knowledge-942,<ns3:para>GRANT (ALTER ANY SNAPSHOT) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1734,GRANT ($1 :ALTER ANY SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT ALTER ANY SNAPSHOT,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER ANY SNAPSHOT)
942,,GRANT (SQL-113-076),GRANT,knowledge-942,,item-1735,GRANT ($1 :ALTER ANY SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER ANY SNAPSHOT)
942,,GRANT (SQL-113-076),GRANT,knowledge-942,,item-1736,GRANT ($1 :ALTER ANY SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT ALTER ANY SNAPSHOT,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER ANY SNAPSHOT)
943,,GRANT (SQL-113-077),GRANT,knowledge-943,<ns3:para>GRANT (DROP ANY SNAPSHOT) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1737,GRANT ($1 :DROP ANY SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT DROP ANY SNAPSHOT,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY SNAPSHOT)
943,,GRANT (SQL-113-077),GRANT,knowledge-943,,item-1738,GRANT ($1 :DROP ANY SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY SNAPSHOT)
943,,GRANT (SQL-113-077),GRANT,knowledge-943,,item-1739,GRANT ($1 :DROP ANY SNAPSHOT),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT DROP ANY SNAPSHOT,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY SNAPSHOT)
944,,GRANT (SQL-113-080),GRANT,knowledge-944,<ns3:para>GRANT (CREATE SYNONYM) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1740,GRANT ($1 :CREATE SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT CREATE SYNONYM,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE SYNONYM)
944,,GRANT (SQL-113-080),GRANT,knowledge-944,,item-1741,GRANT ($1 :CREATE SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE SYNONYM)
944,,GRANT (SQL-113-080),GRANT,knowledge-944,,item-1742,GRANT ($1 :CREATE SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT CREATE SYNONYM,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE SYNONYM)
945,,GRANT (SQL-113-081),GRANT,knowledge-945,<ns3:para>GRANT (CREATE ANY SYNONYM) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1743,GRANT ($1 :CREATE ANY SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT CREATE ANY SYNONYM,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE ANY SYNONYM)
945,,GRANT (SQL-113-081),GRANT,knowledge-945,,item-1744,GRANT ($1 :CREATE ANY SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE ANY SYNONYM)
945,,GRANT (SQL-113-081),GRANT,knowledge-945,,item-1745,GRANT ($1 :CREATE ANY SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT CREATE ANY SYNONYM,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE ANY SYNONYM)
946,,GRANT (SQL-113-082),GRANT,knowledge-946,<ns3:para>GRANT (CREATE PUBLIC SYNONYM) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1746,GRANT ($1 :CREATE PUBLIC SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT CREATE PUBLIC SYNONYM,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE PUBLIC SYNONYM)
946,,GRANT (SQL-113-082),GRANT,knowledge-946,,item-1747,GRANT ($1 :CREATE PUBLIC SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE PUBLIC SYNONYM)
946,,GRANT (SQL-113-082),GRANT,knowledge-946,,item-1748,GRANT ($1 :CREATE PUBLIC SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT CREATE PUBLIC SYNONYM,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :CREATE PUBLIC SYNONYM)
947,,GRANT (SQL-113-083),GRANT,knowledge-947,<ns3:para>GRANT (DROP ANY SYNONYM) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1749,GRANT ($1 :DROP ANY SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT DROP ANY SYNONYM,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY SYNONYM)
947,,GRANT (SQL-113-083),GRANT,knowledge-947,,item-1750,GRANT ($1 :DROP ANY SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY SYNONYM)
947,,GRANT (SQL-113-083),GRANT,knowledge-947,,item-1751,GRANT ($1 :DROP ANY SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT DROP ANY SYNONYM,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY SYNONYM)
948,,GRANT (SQL-113-084),GRANT,knowledge-948,<ns3:para>GRANT (DROP PUBLIC SYNONYM) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1752,GRANT ($1 :DROP PUBLIC SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT DROP PUBLIC SYNONYM,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP PUBLIC SYNONYM)
948,,GRANT (SQL-113-084),GRANT,knowledge-948,,item-1753,GRANT ($1 :DROP PUBLIC SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP PUBLIC SYNONYM)
948,,GRANT (SQL-113-084),GRANT,knowledge-948,,item-1754,GRANT ($1 :DROP PUBLIC SYNONYM),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT DROP PUBLIC SYNONYM,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP PUBLIC SYNONYM)
949,,GRANT (SQL-113-086),GRANT,knowledge-949,<ns3:para>GRANT (ALTER ANY TABLE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1755,GRANT ($1 :ALTER ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT ALTER ANY TABLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER ANY TABLE)
949,,GRANT (SQL-113-086),GRANT,knowledge-949,,item-1756,GRANT ($1 :ALTER ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER ANY TABLE)
949,,GRANT (SQL-113-086),GRANT,knowledge-949,,item-1757,GRANT ($1 :ALTER ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT ALTER ANY TABLE,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :ALTER ANY TABLE)
950,,GRANT (SQL-113-087),GRANT,knowledge-950,<ns3:para>GRANT (BACKUP ANY TABLE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1758,GRANT ($1 :BACKUP ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT BACKUP ANY TABLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :BACKUP ANY TABLE)
950,,GRANT (SQL-113-087),GRANT,knowledge-950,,item-1759,GRANT ($1 :BACKUP ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :BACKUP ANY TABLE)
950,,GRANT (SQL-113-087),GRANT,knowledge-950,,item-1760,GRANT ($1 :BACKUP ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT BACKUP ANY TABLE,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :BACKUP ANY TABLE)
951,,GRANT (SQL-113-088),GRANT,knowledge-951,<ns3:para>GRANT (DELETE ANY TABLE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1761,GRANT ($1 :DELETE ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT DELETE ANY TABLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DELETE ANY TABLE)
951,,GRANT (SQL-113-088),GRANT,knowledge-951,,item-1762,GRANT ($1 :DELETE ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DELETE ANY TABLE)
951,,GRANT (SQL-113-088),GRANT,knowledge-951,,item-1763,GRANT ($1 :DELETE ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT DELETE ANY TABLE,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DELETE ANY TABLE)
952,,GRANT (SQL-113-089),GRANT,knowledge-952,<ns3:para>GRANT (DROP ANY TABLE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1764,GRANT ($1 :DROP ANY TABLE),TRUE,DBMS の変更,Low,低2,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT DROP ANY TABLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY TABLE)
952,,GRANT (SQL-113-089),GRANT,knowledge-952,,item-1765,GRANT ($1 :DROP ANY TABLE),TRUE,DBMS の変更,Low,低2,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY TABLE)
952,,GRANT (SQL-113-089),GRANT,knowledge-952,,item-1766,GRANT ($1 :DROP ANY TABLE),TRUE,DBMS の変更,Low,低2,check,,*.properties,GRANT DROP ANY TABLE,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :DROP ANY TABLE)
953,,GRANT (SQL-113-090),GRANT,knowledge-953,<ns3:para>GRANT (INSERT ANY TABLE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1767,GRANT ($1 :INSERT ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT INSERT ANY TABLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :INSERT ANY TABLE)
953,,GRANT (SQL-113-090),GRANT,knowledge-953,,item-1768,GRANT ($1 :INSERT ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :INSERT ANY TABLE)
953,,GRANT (SQL-113-090),GRANT,knowledge-953,,item-1769,GRANT ($1 :INSERT ANY TABLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,GRANT INSERT ANY TABLE,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :INSERT ANY TABLE)
954,,GRANT (SQL-113-091),GRANT,knowledge-954,<ns3:para>GRANT (LOCK ANY TABLE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-1770,GRANT ($1 :LOCK ANY TABLE),TRUE,DBMS の変更,Low,低2,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,GRANT LOCK ANY TABLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :LOCK ANY TABLE)
954,,GRANT (SQL-113-091),GRANT,knowledge-954,,item-1771,GRANT ($1 :LOCK ANY TABLE),TRUE,DBMS の変更,Low,低2,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :LOCK ANY TABLE)
954,,GRANT (SQL-113-091),GRANT,knowledge-954,,item-1772,GRANT ($1 :LOCK ANY TABLE),TRUE,DBMS の変更,Low,低2,check,,*.properties,GRANT LOCK ANY TABLE,,,TRUE,,TODO:SE 手動算出,,,GRANT ($1 :LOCK ANY TABLE)
